Note|s	PokemonId|s	Index|i	AbilityId|s	AbilitySetId|s	GenerationId|s
	rhyhorn	1	reckless	rhyhorn	gen6
	rhydon	2	reckless	rhyhorn	gen6
	rhyperior	3	reckless	rhyhorn	gen6
	happiny	1	friend_guard	happiny	gen6
	chansey	2	healer	happiny	gen6
	blissey	3	healer	happiny	gen6
	tangela	1	regenerator	tangela	gen6
	tangrowth	2	regenerator	tangela	gen6
	kangaskhan	1	inner_focus	kangaskhan	gen6
	horsea	1	damp	horsea	gen6
	seadra	2	damp	horsea	gen6
	kingdra	3	damp	horsea	gen6
	goldeen	1	lightning_rod	goldeen	gen6
	seaking	2	lightning_rod	goldeen	gen6
	staryu	1	analytic	staryu	gen6
	starmie	2	analytic	staryu	gen6
	mime jr.	1	technician	mime jr.	gen6
	mr. mime	2	technician	mime jr.	gen6
	scyther	1	steadfast	scyther	gen6
	scizor	2	light_metal	scyther	gen6
	smoochum	1	hydration	smoochum	gen6
	jynx	2	dry_skin	smoochum	gen6
	elekid	1	vital_spirit	elekid	gen6
	electabuzz	2	vital_spirit	elekid	gen6
	electivire	3	vital_spirit	elekid	gen6
	magby	1	vital_spirit	magby	gen6
	magmar	2	vital_spirit	magby	gen6
	magmortar	3	vital_spirit	magby	gen6
	pinsir	1	moxie	pinsir	gen6
	tauros	1	sheer_force	tauros	gen6
	magikarp	1	rattled	magikarp	gen6
	gyarados	2	moxie	magikarp	gen6
	lapras	1	hydration	lapras	gen6
	ditto	1	imposter	ditto	gen6
	eevee	1	anticipation	eevee	gen6
	vaporeon	2	hydration	eevee	gen6
	jolteon	3	quick_feet	eevee	gen6
	flareon	4	guts	eevee	gen6
	espeon	5	magic_bounce	eevee	gen6
	umbreon	6	inner_focus	eevee	gen6
	leafeon	7	chlorophyll	eevee	gen6
	glaceon	8	ice_body	eevee	gen6
	sylveon	9	pixilate	eevee	gen6
	porygon	1	analytic	porygon	gen6
	porygon2	2	analytic	porygon	gen6
	porygon-z	3	analytic	porygon	gen6
	omanyte	1	weak_armor	omanyte	gen6
	omastar	2	weak_armor	omanyte	gen6
	kabuto	1	weak_armor	kabuto	gen6
	kabutops	2	weak_armor	kabuto	gen6
	aerodactyl	1	unnerve	aerodactyl	gen6
	munchlax	1	gluttony	munchlax	gen6
	snorlax	2	gluttony	munchlax	gen6
	dratini	1	marvel_scale	dratini	gen6
	dragonair	2	marvel_scale	dratini	gen6
	dragonite	3	multiscale	dratini	gen6
	mewtwo	1	unnerve	mewtwo	gen6
	chikorita	1	leaf_guard	chikorita	gen6
	bayleef	2	leaf_guard	chikorita	gen6
	meganium	3	leaf_guard	chikorita	gen6
	cyndaquil	1	flash_fire	cyndaquil	gen6
	quilava	2	flash_fire	cyndaquil	gen6
	typhlosion	3	flash_fire	cyndaquil	gen6
	totodile	1	sheer_force	totodile	gen6
	croconaw	2	sheer_force	totodile	gen6
	feraligatr	3	sheer_force	totodile	gen6
	sentret	1	frisk	sentret	gen6
	furret	2	frisk	sentret	gen6
	hoothoot	1	tinted_lens	hoothoot	gen6
	noctowl	2	tinted_lens	hoothoot	gen6
	ledyba	1	rattled	ledyba	gen6
	ledian	2	iron_fist	ledyba	gen6
	spinarak	1	sniper	spinarak	gen6
	ariados	2	sniper	spinarak	gen6
	chinchou	1	water_absorb	chinchou	gen6
	lanturn	2	water_absorb	chinchou	gen6
	togepi	1	super_luck	togepi	gen6
	togetic	2	super_luck	togepi	gen6
	togekiss	3	super_luck	togepi	gen6
	natu	1	magic_bounce	natu	gen6
	xatu	2	magic_bounce	natu	gen6
	mareep	1	plus	mareep	gen6
	flaaffy	2	plus	mareep	gen6
	ampharos	3	plus	mareep	gen6
	azurill	1	sap_sipper	azurill	gen6
	marill	2	sap_sipper	azurill	gen6
	azumarill	3	sap_sipper	azurill	gen6
	bonsly	1	rattled	bonsly	gen6
	sudowoodo	2	rattled	bonsly	gen6
	hoppip	1	infiltrator	hoppip	gen6
	skiploom	2	infiltrator	hoppip	gen6
	jumpluff	3	infiltrator	hoppip	gen6
	aipom	1	skill_link	aipom	gen6
	ambipom	2	skill_link	aipom	gen6
	sunkern	1	early_bird	sunkern	gen6
	sunflora	2	early_bird	sunkern	gen6
	yanma	1	frisk	yanma	gen6
	yanmega	2	frisk	yanma	gen6
	wooper	1	unaware	wooper	gen6
	quagsire	2	unaware	wooper	gen6
	murkrow	1	prankster	murkrow	gen6
	honchkrow	2	moxie	murkrow	gen6
	wynaut	1	telepathy	wynaut	gen6
	wobbuffet	2	telepathy	wynaut	gen6
	girafarig	1	sap_sipper	girafarig	gen6
	pineco	1	overcoat	pineco	gen6
	forretress	2	overcoat	pineco	gen6
	dunsparce	1	rattled	dunsparce	gen6
	gligar	1	immunity	gligar	gen6
	gliscor	2	poison_heal	gligar	gen6
	snubbull	1	rattled	snubbull	gen6
	granbull	2	rattled	snubbull	gen6
	qwilfish	1	intimidate	qwilfish	gen6
	shuckle	1	contrary	shuckle	gen6
	heracross	1	moxie	heracross	gen6
	sneasel	1	pickpocket	sneasel	gen6
	weavile	2	pickpocket	sneasel	gen6
	teddiursa	1	honey_gather	teddiursa	gen6
	ursaring	2	unnerve	teddiursa	gen6
	slugma	1	weak_armor	slugma	gen6
	magcargo	2	weak_armor	slugma	gen6
	swinub	1	thick_fat	swinub	gen6
	piloswine	2	thick_fat	swinub	gen6
	mamoswine	3	thick_fat	swinub	gen6
	corsola	1	regenerator	corsola	gen6
	remoraid	1	moody	remoraid	gen6
	octillery	2	moody	remoraid	gen6
	delibird	1	insomnia	delibird	gen6
	mantyke	1	water_veil	mantyke	gen6
	mantine	2	water_veil	mantyke	gen6
	skarmory	1	weak_armor	skarmory	gen6
	houndour	1	unnerve	houndour	gen6
	houndoom	2	unnerve	houndour	gen6
	phanpy	1	sand_veil	phanpy	gen6
	donphan	2	sand_veil	phanpy	gen6
	stantler	1	sap_sipper	stantler	gen6
	smeargle	1	moody	smeargle	gen6
	miltank	1	sap_sipper	miltank	gen6
	larvitar	1	sand_veil	larvitar	gen6
	tyranitar	2	unnerve	larvitar	gen6
	lugia	1	multiscale	lugia	gen6
	ho-oh	1	regenerator	ho-oh	gen6
	treecko	1	unburden	treecko	gen6
	grovyle	2	unburden	treecko	gen6
	sceptile	3	unburden	treecko	gen6
	torchic	1	speed_boost	torchic	gen6
	combusken	2	speed_boost	torchic	gen6
	blaziken	3	speed_boost	torchic	gen6
	mudkip	1	damp	mudkip	gen6
	marshtomp	2	damp	mudkip	gen6
	swampert	3	damp	mudkip	gen6
	poochyena	1	rattled	poochyena	gen6
	mightyena	2	moxie	poochyena	gen6
	zigzagoon	1	quick_feet	zigzagoon	gen6
	linoone	2	quick_feet	zigzagoon	gen6
	wurmple	1	run_away	wurmple	gen6
	beautifly	2	rivalry	wurmple	gen6
	dustox	3	compound_eyes	wurmple	gen6
	lotad	1	own_tempo	lotad	gen6
	lombre	2	own_tempo	lotad	gen6
	ludicolo	3	own_tempo	lotad	gen6
	seedot	1	pickpocket	seedot	gen6
	nuzleaf	2	pickpocket	seedot	gen6
	shiftry	3	pickpocket	seedot	gen6
	taillow	1	scrappy	taillow	gen6
	swellow	2	scrappy	taillow	gen6
	wingull	1	rain_dish	wingull	gen6
	pelipper	2	rain_dish	wingull	gen6
	ralts	1	telepathy	ralts	gen6
	kirlia	2	telepathy	ralts	gen6
	gardevoir	3	telepathy	ralts	gen6
	gallade	4	justified	ralts	gen6
	surskit	1	rain_dish	surskit	gen6
	masquerain	2	unnerve	surskit	gen6
	shroomish	1	quick_feet	shroomish	gen6
	breloom	2	technician	shroomish	gen6
	nincada	1	run_away	nincada	gen6
	ninjask	2	infiltrator	nincada	gen6
	whismur	1	rattled	whismur	gen6
	loudred	2	scrappy	whismur	gen6
	exploud	3	scrappy	whismur	gen6
	makuhita	1	sheer_force	makuhita	gen6
	hariyama	2	sheer_force	makuhita	gen6
	nosepass	1	sand_force	nosepass	gen6
	probopass	2	sand_force	nosepass	gen6
	skitty	1	wonder_skin	skitty	gen6
	delcatty	2	wonder_skin	skitty	gen6
	sableye	1	prankster	sableye	gen6
	mawile	1	sheer_force	mawile	gen6
	aron	1	heavy_metal	aron	gen6
	lairon	2	heavy_metal	aron	gen6
	aggron	3	heavy_metal	aron	gen6
	meditite	1	telepathy	meditite	gen6
	medicham	2	telepathy	meditite	gen6
	electrike	1	minus	electrike	gen6
	manectric	2	minus	electrike	gen6
	plusle	1	lightning_rod	plusle	gen6
	minun	1	volt_absorb	minun	gen6
	volbeat	1	prankster	volbeat	gen6
	illumise	1	prankster	illumise	gen6
	budew	1	leaf_guard	budew	gen6
	roselia	2	leaf_guard	budew	gen6
	roserade	3	technician	budew	gen6
	gulpin	1	gluttony	gulpin	gen6
	swalot	2	gluttony	gulpin	gen6
	carvanha	1	speed_boost	carvanha	gen6
	sharpedo	2	speed_boost	carvanha	gen6
	wailmer	1	pressure	wailmer	gen6
	wailord	2	pressure	wailmer	gen6
	numel	1	own_tempo	numel	gen6
	camerupt	2	anger_point	numel	gen6
	torkoal	1	shell_armor	torkoal	gen6
	spoink	1	gluttony	spoink	gen6
	grumpig	2	gluttony	spoink	gen6
	spinda	1	contrary	spinda	gen6
	trapinch	1	sheer_force	trapinch	gen6
	cacnea	1	water_absorb	cacnea	gen6
	cacturne	2	water_absorb	cacnea	gen6
	swablu	1	cloud_nine	swablu	gen6
	altaria	2	cloud_nine	swablu	gen6
	zangoose	1	toxic_boost	zangoose	gen6
	seviper	1	infiltrator	seviper	gen6
	barboach	1	hydration	barboach	gen6
	whiscash	2	hydration	barboach	gen6
	corphish	1	adaptability	corphish	gen6
	crawdaunt	2	adaptability	corphish	gen6
	lileep	1	storm_drain	lileep	gen6
	cradily	2	storm_drain	lileep	gen6
	anorith	1	swift_swim	anorith	gen6
	armaldo	2	swift_swim	anorith	gen6
	feebas	1	adaptability	feebas	gen6
	milotic	2	cute_charm	feebas	gen6
	kecleon	1	protean	kecleon	gen6
	shuppet	1	cursed_body	shuppet	gen6
	banette	2	cursed_body	shuppet	gen6
	duskull	1	frisk	duskull	gen6
	dusclops	2	frisk	duskull	gen6
	dusknoir	3	frisk	duskull	gen6
	tropius	1	harvest	tropius	gen6
	absol	1	justified	absol	gen6
	snorunt	1	moody	snorunt	gen6
	glalie	2	moody	snorunt	gen6
	froslass	3	cursed_body	snorunt	gen6
	spheal	1	oblivious	spheal	gen6
	sealeo	2	oblivious	spheal	gen6
	walrein	3	oblivious	spheal	gen6
	clamperl	1	rattled	clamperl	gen6
	huntail	2	water_veil	clamperl	gen6
	gorebyss	3	hydration	clamperl	gen6
	relicanth	1	sturdy	relicanth	gen6
	luvdisc	1	hydration	luvdisc	gen6
	bagon	1	sheer_force	bagon	gen6
	shelgon	2	overcoat	bagon	gen6
	salamence	3	moxie	bagon	gen6
	beldum	1	light_metal	beldum	gen6
	metang	2	light_metal	beldum	gen6
	metagross	3	light_metal	beldum	gen6
	turtwig	1	shell_armor	turtwig	gen6
	grotle	2	shell_armor	turtwig	gen6
	torterra	3	shell_armor	turtwig	gen6
	chimchar	1	iron_fist	chimchar	gen6
	monferno	2	iron_fist	chimchar	gen6
	infernape	3	iron_fist	chimchar	gen6
	piplup	1	defiant	piplup	gen6
	prinplup	2	defiant	piplup	gen6
	empoleon	3	defiant	piplup	gen6
	starly	1	reckless	starly	gen6
	staravia	2	reckless	starly	gen6
	staraptor	3	reckless	starly	gen6
	bidoof	1	moody	bidoof	gen6
	bibarel	2	moody	bidoof	gen6
	kricketot	1	run_away	kricketot	gen6
	kricketune	2	technician	kricketot	gen6
	shinx	1	guts	shinx	gen6
	luxio	2	guts	shinx	gen6
	luxray	3	guts	shinx	gen6
	cranidos	1	sheer_force	cranidos	gen6
	rampardos	2	sheer_force	cranidos	gen6
	shieldon	1	soundproof	shieldon	gen6
	bastiodon	2	soundproof	shieldon	gen6
	burmy	1	overcoat	burmy	gen6
	wormadam	2	overcoat	burmy	gen6
	mothim	3	tinted_lens	burmy	gen6
	combee	1	hustle	combee	gen6
	vespiquen	2	unnerve	combee	gen6
	pachirisu	1	volt_absorb	pachirisu	gen6
	buizel	1	water_veil	buizel	gen6
	floatzel	2	water_veil	buizel	gen6
	shellos	1	sand_force	shellos	gen6
	gastrodon	2	sand_force	shellos	gen6
	drifloon	1	flare_boost	drifloon	gen6
	drifblim	2	flare_boost	drifloon	gen6
	buneary	1	limber	buneary	gen6
	lopunny	2	limber	buneary	gen6
	glameow	1	keen_eye	glameow	gen6
	purugly	2	defiant	glameow	gen6
	stunky	1	keen_eye	stunky	gen6
	skuntank	2	keen_eye	stunky	gen6
	bronzor	1	heavy_metal	bronzor	gen6
	bronzong	2	heavy_metal	bronzor	gen6
	chatot	1	big_pecks	chatot	gen6
	spiritomb	1	infiltrator	spiritomb	gen6
	gible	1	rough_skin	gible	gen6
	gabite	2	rough_skin	gible	gen6
	garchomp	3	rough_skin	gible	gen6
	riolu	1	prankster	riolu	gen6
	lucario	2	justified	riolu	gen6
	hippopotas	1	sand_force	hippopotas	gen6
	hippowdon	2	sand_force	hippopotas	gen6
	skorupi	1	keen_eye	skorupi	gen6
	drapion	2	keen_eye	skorupi	gen6
	croagunk	1	poison_touch	croagunk	gen6
	toxicroak	2	poison_touch	croagunk	gen6
	finneon	1	water_veil	finneon	gen6
	lumineon	2	water_veil	finneon	gen6
	snover	1	soundproof	snover	gen6
	abomasnow	2	soundproof	snover	gen6
	dialga	1	telepathy	dialga	gen6
	palkia	1	telepathy	palkia	gen6
	giratina	1	telepathy	giratina	gen6
	snivy	1	contrary	snivy	gen6
	servine	2	contrary	snivy	gen6
	serperior	3	contrary	snivy	gen6
	tepig	1	thick_fat	tepig	gen6
	pignite	2	thick_fat	tepig	gen6
	emboar	3	reckless	tepig	gen6
	oshawott	1	shell_armor	oshawott	gen6
	dewott	2	shell_armor	oshawott	gen6
	samurott	3	shell_armor	oshawott	gen6
	patrat	1	analytic	patrat	gen6
	watchog	2	analytic	patrat	gen6
	lillipup	1	run_away	lillipup	gen6
	herdier	2	scrappy	lillipup	gen6
	stoutland	3	scrappy	lillipup	gen6
	purrloin	1	prankster	purrloin	gen6
	liepard	2	prankster	purrloin	gen6
	pansage	1	overgrow	pansage	gen6
	simisage	2	overgrow	pansage	gen6
	pansear	1	blaze	pansear	gen6
	simisear	2	blaze	pansear	gen6
	panpour	1	torrent	panpour	gen6
	simipour	2	torrent	panpour	gen6
	munna	1	telepathy	munna	gen6
	musharna	2	telepathy	munna	gen6
	pidove	1	rivalry	pidove	gen6
	tranquill	2	rivalry	pidove	gen6
	unfezant	3	rivalry	pidove	gen6
	blitzle	1	sap_sipper	blitzle	gen6
	zebstrika	2	sap_sipper	blitzle	gen6
	roggenrola	1	sand_force	roggenrola	gen6
	boldore	2	sand_force	roggenrola	gen6
	gigalith	3	sand_force	roggenrola	gen6
	woobat	1	simple	woobat	gen6
	swoobat	2	simple	woobat	gen6
	drilbur	1	mold_breaker	drilbur	gen6
	excadrill	2	mold_breaker	drilbur	gen6
	audino	1	klutz	audino	gen6
	timburr	1	iron_fist	timburr	gen6
	gurdurr	2	iron_fist	timburr	gen6
	conkeldurr	3	iron_fist	timburr	gen6
	tympole	1	water_absorb	tympole	gen6
	palpitoad	2	water_absorb	tympole	gen6
	seismitoad	3	water_absorb	tympole	gen6
	throh	1	mold_breaker	throh	gen6
	sawk	1	mold_breaker	sawk	gen6
	sewaddle	1	overcoat	sewaddle	gen6
	swadloon	2	overcoat	sewaddle	gen6
	leavanny	3	overcoat	sewaddle	gen6
	venipede	1	speed_boost	venipede	gen6
	whirlipede	2	speed_boost	venipede	gen6
	scolipede	3	speed_boost	venipede	gen6
	cottonee	1	chlorophyll	cottonee	gen6
	whimsicott	2	chlorophyll	cottonee	gen6
	petilil	1	leaf_guard	petilil	gen6
	lilligant	2	leaf_guard	petilil	gen6
	basculin	1	mold_breaker	basculin	gen6
	sandile	1	anger_point	sandile	gen6
	krokorok	2	anger_point	sandile	gen6
	krookodile	3	anger_point	sandile	gen6
	darumaka	1	inner_focus	darumaka	gen6
	darmanitan	2	zen_mode	darumaka	gen6
	maractus	1	storm_drain	maractus	gen6
	dwebble	1	weak_armor	dwebble	gen6
	crustle	2	weak_armor	dwebble	gen6
	scraggy	1	intimidate	scraggy	gen6
	scrafty	2	intimidate	scraggy	gen6
	sigilyph	1	tinted_lens	sigilyph	gen6
	tirtouga	1	swift_swim	tirtouga	gen6
	carracosta	2	swift_swim	tirtouga	gen6
	trubbish	1	aftermath	trubbish	gen6
	garbodor	2	aftermath	trubbish	gen6
	minccino	1	skill_link	minccino	gen6
	cinccino	2	skill_link	minccino	gen6
	gothita	1	shadow_tag	gothita	gen6
	gothorita	2	shadow_tag	gothita	gen6
	gothitelle	3	shadow_tag	gothita	gen6
	solosis	1	regenerator	solosis	gen6
	duosion	2	regenerator	solosis	gen6
	reuniclus	3	regenerator	solosis	gen6
	ducklett	1	hydration	ducklett	gen6
	swanna	2	hydration	ducklett	gen6
	vanillite	1	weak_armor	vanillite	gen6
	vanillish	2	weak_armor	vanillite	gen6
	vanilluxe	3	weak_armor	vanillite	gen6
	deerling	1	serene_grace	deerling	gen6
	emolga	1	motor_drive	emolga	gen6
	karrablast	1	no_guard	karrablast	gen6
	escavalier	2	overcoat	karrablast	gen6
	foongus	1	regenerator	foongus	gen6
	amoonguss	2	regenerator	foongus	gen6
	frillish	1	damp	frillish	gen6
	jellicent	2	damp	frillish	gen6
	alomomola	1	regenerator	alomomola	gen6
	joltik	1	swarm	joltik	gen6
	galvantula	2	swarm	joltik	gen6
	ferrothorn	1	anticipation	ferrothorn	gen6
	klink	1	clear_body	klink	gen6
	klang	2	clear_body	klink	gen6
	klinklang	3	clear_body	klink	gen6
	elgyem	1	analytic	elgyem	gen6
	beheeyem	2	analytic	elgyem	gen6
	litwick	1	infiltrator	litwick	gen6
	lampent	2	infiltrator	litwick	gen6
	chandelure	3	infiltrator	litwick	gen6
	axew	1	unnerve	axew	gen6
	fraxure	2	unnerve	axew	gen6
	haxorus	3	unnerve	axew	gen6
	cubchoo	1	rattled	cubchoo	gen6
	beartic	2	swift_swim	cubchoo	gen6
	shelmet	1	overcoat	shelmet	gen6
	accelgor	2	unburden	shelmet	gen6
	stunfisk	1	sand_veil	stunfisk	gen6
	mienfoo	1	reckless	mienfoo	gen6
	mienshao	2	reckless	mienfoo	gen6
	druddigon	1	mold_breaker	druddigon	gen6
	golett	1	no_guard	golett	gen6
	golurk	2	no_guard	golett	gen6
	pawniard	1	pressure	pawniard	gen6
	bisharp	2	pressure	pawniard	gen6
	bouffalant	1	soundproof	bouffalant	gen6
	rufflet	1	hustle	rufflet	gen6
	braviary	2	defiant	rufflet	gen6
	vullaby	1	weak_armor	vullaby	gen6
	mandibuzz	2	weak_armor	vullaby	gen6
	heatmor	1	white_smoke	heatmor	gen6
	durant	1	truant	durant	gen6
	larvesta	1	swarm	larvesta	gen6
	volcarona	2	swarm	larvesta	gen6
	tornadus	1	defiant	tornadus	gen6
	thundurus	1	defiant	thundurus	gen6
	landorus	1	sheer_force	landorus	gen6
	chespin	1	bulletproof	chespin	gen6
	quilladin	2	bulletproof	chespin	gen6
	chesnaught	3	bulletproof	chespin	gen6
	fennekin	1	magician	fennekin	gen6
	braixen	2	magician	fennekin	gen6
	delphox	3	magician	fennekin	gen6
	froakie	1	protean	froakie	gen6
	frogadier	2	protean	froakie	gen6
	greninja	3	protean	froakie	gen6
	bunnelby	1	huge_power	bunnelby	gen6
	diggersby	2	huge_power	bunnelby	gen6
	fletchling	1	gale_wings	fletchling	gen6
	fletchinder	2	gale_wings	fletchling	gen6
	talonflame	3	gale_wings	fletchling	gen6
	scatterbug	1	friend_guard	scatterbug	gen6
	spewpa	2	friend_guard	scatterbug	gen6
	vivillon	3	friend_guard	scatterbug	gen6
	litleo	1	moxie	litleo	gen6
	pyroar	2	moxie	litleo	gen6
	flabebe	1	symbiosis	flabebe	gen6
	floette	2	symbiosis	flabebe	gen6
	florges	3	symbiosis	flabebe	gen6
	skiddo	1	grass_pelt	skiddo	gen6
	gogoat	2	grass_pelt	skiddo	gen6
	pancham	1	scrappy	pancham	gen6
	pangoro	2	scrappy	pancham	gen6
	espurr	1	own_tempo	espurr	gen6
(Male)	meowstic	2	prankster	espurr	gen6
(Female)	meowstic	3	competitive	espurr	gen6
	spritzee	1	aroma_veil	spritzee	gen6
	aromatisse	2	aroma_veil	spritzee	gen6
	swirlix	1	unburden	swirlix	gen6
	slurpuff	2	unburden	swirlix	gen6
	inkay	1	infiltrator	inkay	gen6
	malamar	2	infiltrator	inkay	gen6
	binacle	1	pickpocket	binacle	gen6
	barbaracle	2	pickpocket	binacle	gen6
	skrelp	1	adaptability	skrelp	gen6
	dragalge	2	adaptability	skrelp	gen6
	helioptile	1	solar_power	helioptile	gen6
	heliolisk	2	solar_power	helioptile	gen6
	tyrunt	1	sturdy	tyrunt	gen6
	tyrantrum	2	rock_head	tyrunt	gen6
	amaura	1	snow_warning	amaura	gen6
	aurorus	2	snow_warning	amaura	gen6
	hawlucha	1	mold_breaker	hawlucha	gen6
	dedenne	1	plus	dedenne	gen6
	carbink	1	sturdy	carbink	gen6
	goomy	1	gooey	goomy	gen6
	sliggoo	2	gooey	goomy	gen6
	goodra	3	gooey	goomy	gen6
	klefki	1	magician	klefki	gen6
	phantump	1	harvest	phantump	gen6
	trevenant	2	harvest	phantump	gen6
	pumpkaboo	1	insomnia	pumpkaboo	gen6
	gourgeist	2	insomnia	pumpkaboo	gen6
	bergmite	1	sturdy	bergmite	gen6
	avalugg	2	sturdy	bergmite	gen6
	noibat	1	telepathy	noibat	gen6
	noivern	2	telepathy	noibat	gen6
